,DEPTH,GR,Rt,RHOB,NPHI,Porosity_Density,Vshale,Porosity_Gaymard,Effective_Porosity,Formation_Factor,Rt_Ashale,Ro,Ish,Sw
113,2120.125,50.049,29.33,2526.22,0.10002000000000001,0.10747368421052643,0.3379397590361446,0.1038137591983451,0.06873096243022002,161.96097848806875,87.82733616614382,161.96097848806875,0.5422746700225316,1.0
114,2120.25,51.302,29.068,2520.268,0.09745,0.11095438596491226,0.3530361445783132,0.10442073133446902,0.06755643893010022,167.35287490778387,92.27791987338156,167.35287490778387,0.5513972790980094,1.0
115,2120.375,54.318000000000005,28.842,2520.996,0.09942999999999999,0.11052865497076018,0.38937349397590365,0.1051258970702399,0.06419265922064937,184.40716989203747,107.71978793300661,184.40716989203747,0.5841409962317189,1.0
116,2120.5,57.87,28.611,2522.221,0.10668,0.10981228070175439,0.43216867469879516,0.10825746947190502,0.06147198236398655,200.2226867024809,131.98422112365168,200.2226867024809,0.6591871445605585,1.0
117,2120.625,60.005,28.363000000000003,2522.173,0.11707000000000001,0.10984035087719311,0.4578915662650603,0.11351274725955869,0.06153621762582944,199.82576437754616,149.21181451133572,199.82576437754616,0.746709589607366,1.0
118,2120.75,59.648,28.08,2519.445,0.12868000000000002,0.11143567251461979,0.4535903614457832,0.12036704596521756,0.06576971407969333,176.09648516889257,141.50825704914237,176.09648516889257,0.8035836542303673,1.0
119,2120.875,58.111999999999995,27.72,2518.873,0.13860999999999998,0.11177017543859646,0.43508433734939755,0.12590731554912651,0.0711270145959933,151.75195580677246,123.60855285383634,151.75195580677246,0.8145433921868431,1.0
120,2121.0,56.036,27.287,2520.431,0.14572000000000002,0.11085906432748535,0.4100722891566265,0.12946824039810986,0.07637690268497652,132.54767656674426,105.0010062640458,132.54767656674426,0.7921753815969202,1.0
121,2121.125,54.766999999999996,26.833000000000002,2521.104,0.14970999999999998,0.1104654970760235,0.39478313253012043,0.13155932149462643,0.0796219204414406,122.47232658841307,94.26425113290787,122.47232658841307,0.7696779652900468,1.0
122,2121.25,53.937,26.391,2522.286,0.14624,0.10977426900584791,0.3847831325301205,0.12929912554957257,0.0795470029872027,122.69157415018269,87.14321515237462,122.69157415018269,0.7102624263806862,1.0
123,2121.375,52.941,25.976,2523.98,0.13473,0.10878362573099414,0.3727831325301205,0.12244600876954097,0.07680020205462088,131.1630512180682,80.2876167770942,131.1630512180682,0.6121206851433346,1.0
124,2121.5,52.424,25.643,2525.0879999999997,0.12201,0.10813567251462004,0.36655421686746986,0.11528175000881352,0.07302473841522145,144.3467403668488,76.37743475058997,144.3467403668488,0.5291247627516991,1.0
